suspicion_rank,customer_id,customer_name,customer_email,customer_country,customer_city,customer_store_id,last_payment_store_id,window_start,window_end,window_payment_count,window_payment_sum,hist_payment_count,hist_payment_sum_30d,avg_daily_payment_count_30d,avg_daily_payment_sum_30d,count_ratio_to_norm,sum_ratio_to_norm,deviation_score,last_payment_id,last_payment_date,last_payment_amount,last_payment_staff_id,last_payment_staff_name
92,255,IRMA PEARSON,IRMA.PEARSON@sakilacustomer.org,Philippines,Hagonoy,2,2,2005-06-15 17:56:14.000,2005-06-16 17:56:14,2,9.98,1,2.99,0.0333,0.0997,60.0,100.1338,60.0,6873,2005-06-16 11:38:17.000,2.99,2,Jon Stephens
92,155,GAIL KNIGHT,GAIL.KNIGHT@sakilacustomer.org,Switzerland,Bern,1,1,2005-06-15 23:55:27.000,2005-06-16 23:55:27,2,9.98,1,2.99,0.0333,0.0997,60.0,100.1338,60.0,4213,2005-06-16 02:16:47.000,7.99,1,Mike Hillyer
92,341,PETER MENARD,PETER.MENARD@sakilacustomer.org,Netherlands,Ede,1,1,2005-06-15 23:57:20.000,2005-06-16 23:57:20,2,9.98,1,2.99,0.0333,0.0997,60.0,100.1338,60.0,9217,2005-06-16 18:54:48.000,1.99,1,Mike Hillyer
92,328,JEFFREY SPEAR,JEFFREY.SPEAR@sakilacustomer.org,Indonesia,Ciparay,2,2,2005-06-16 10:26:33.000,2005-06-17 10:26:33,2,9.98,1,2.99,0.0333,0.0997,60.0,100.1338,60.0,8854,2005-06-17 09:48:05.000,6.99,2,Jon Stephens
92,137,RHONDA KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,Netherlands,Apeldoorn,2,1,2005-06-18 20:24:23.000,2005-06-19 20:24:23,2,9.98,1,2.99,0.0333,0.0997,60.0,100.1338,60.0,3683,2005-06-19 18:43:57.000,2.99,1,Mike Hillyer
92,258,MYRTLE FLEMING,MYRTLE.FLEMING@sakilacustomer.org,Dominican Republic,Santiago de los Caballeros,1,2,2005-06-19 12:12:23.000,2005-06-20 12:12:23,2,9.98,1,2.99,0.0333,0.0997,60.0,100.1338,60.0,6958,2005-06-20 04:50:45.000,8.99,2,Jon Stephens
92,2,PATRICIA JOHNSON,PATRICIA.JOHNSON@sakilacustomer.org,United States,San Bernardino,1,1,2005-07-10 06:31:24.000,2005-07-11 06:31:24,2,9.98,1,2.99,0.0333,0.0997,60.0,100.1338,60.0,36,2005-07-10 12:38:56.000,6.99,1,Mike Hillyer
92,162,LAUREN HUDSON,LAUREN.HUDSON@sakilacustomer.org,France,Le Mans,2,1,2005-07-29 08:40:36.000,2005-07-30 08:40:36,2,9.98,1,2.99,0.0333,0.0997,60.0,100.1338,60.0,4412,2005-07-29 12:03:27.000,4.99,1,Mike Hillyer
101,201,VICKI FIELDS,VICKI.FIELDS@sakilacustomer.org,Germany,Witten,1,2,2005-05-28 22:04:03.000,2005-05-29 22:04:03,2,12.98,1,3.99,0.0333,0.133,60.0,97.594,60.0,5447,2005-05-29 10:28:45.000,5.99,2,Jon Stephens
102,3,LINDA WILLIAMS,LINDA.WILLIAMS@sakilacustomer.org,Greece,Athenai,1,2,2005-07-27 04:54:42.000,2005-07-28 04:54:42,4,31.96,2,9.98,0.0667,0.3327,60.0,96.0721,60.0,71,2005-07-28 04:46:30.000,6.99,2,Jon Stephens
103,321,KEVIN SCHULER,KEVIN.SCHULER@sakilacustomer.org,Nepal,Birgunj,1,1,2005-07-06 19:24:55.000,2005-07-07 19:24:55,4,21.96,2,6.98,0.0667,0.2327,60.0,94.384,60.0,8681,2005-07-07 17:47:50.000,5.99,1,Mike Hillyer
104,530,DARRYL ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,Argentina,Ezeiza,2,1,2005-06-15 07:52:35.000,2005-06-16 07:52:35,2,2.98,1,0.99,0.0333,0.033,60.0,90.303,60.0,14261,2005-06-15 23:11:10.000,0.99,1,Mike Hillyer
105,20,SHARON ROBINSON,SHARON.ROBINSON@sakilacustomer.org,Pakistan,Mardan,2,2,2005-05-28 00:54:39.000,2005-05-29 00:54:39,2,8.98,1,2.99,0.0333,0.0997,60.0,90.1003,60.0,516,2005-05-28 07:16:25.000,1.99,2,Jon Stephens
105,268,NINA SOTO,NINA.SOTO@sakilacustomer.org,India,Palghat (Palakkad),1,2,2005-06-15 19:22:08.000,2005-06-16 19:22:08,2,8.98,1,2.99,0.0333,0.0997,60.0,90.1003,60.0,7247,2005-06-16 02:01:15.000,3.99,2,Jon Stephens
107,335,GREGORY MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,Tunisia,Sousse,1,1,2005-07-07 01:05:50.000,2005-07-08 01:05:50,4,17.96,2,5.98,0.0667,0.1993,60.0,90.1003,60.0,9049,2005-07-07 20:56:47.000,8.99,1,Mike Hillyer
108,582,ANDY VANHORN,ANDY.VANHORN@sakilacustomer.org,Mexico,Huejutla de Reyes,2,1,2005-07-27 06:13:13.000,2005-07-28 06:13:13,4,20.96,2,6.98,0.0667,0.2327,60.0,90.086,60.0,15597,2005-07-27 22:53:52.000,2.99,1,Mike Hillyer
109,47,FRANCES PARKER,FRANCES.PARKER@sakilacustomer.org,Brazil,Juazeiro do Norte,1,1,2005-05-26 08:04:38.000,2005-05-27 08:04:38,2,11.98,1,3.99,0.0333,0.133,60.0,90.0752,60.0,1292,2005-05-26 20:57:00.000,6.99,1,Mike Hillyer
110,274,NAOMI JENNINGS,NAOMI.JENNINGS@sakilacustomer.org,India,Karnal,1,2,2005-05-26 08:10:22.000,2005-05-27 08:10:22,2,7.98,1,2.99,0.0333,0.0997,60.0,80.0669,60.0,7404,2005-05-26 21:06:14.000,2.99,2,Jon Stephens
110,240,MARLENE WELCH,MARLENE.WELCH@sakilacustomer.org,Japan,Iwaki,1,1,2005-05-27 20:02:03.000,2005-05-28 20:02:03,2,7.98,1,2.99,0.0333,0.0997,60.0,80.0669,60.0,6476,2005-05-28 18:52:11.000,4.99,1,Mike Hillyer
110,499,MARC OUTLAW,MARC.OUTLAW@sakilacustomer.org,Italy,Brindisi,2,2,2005-06-15 13:13:59.000,2005-06-16 13:13:59,2,7.98,1,2.99,0.0333,0.0997,60.0,80.0669,60.0,13434,2005-06-16 00:27:51.000,4.99,2,Jon Stephens
110,471,DEAN SAUER,DEAN.SAUER@sakilacustomer.org,South Africa,Johannesburg,1,2,2005-06-15 19:13:51.000,2005-06-16 19:13:51,2,7.98,1,2.99,0.0333,0.0997,60.0,80.0669,60.0,12724,2005-06-15 19:19:16.000,2.99,2,Jon Stephens
110,45,JANET PHILLIPS,JANET.PHILLIPS@sakilacustomer.org,Chile,Antofagasta,1,2,2005-06-16 20:41:57.000,2005-06-17 20:41:57,2,7.98,1,2.99,0.0333,0.0997,60.0,80.0669,60.0,1231,2005-06-17 09:45:30.000,2.99,2,Jon Stephens
110,549,NELSON CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,Spain,Santiago de Compostela,1,2,2005-07-06 01:01:38.000,2005-07-07 01:01:38,2,7.98,1,2.99,0.0333,0.0997,60.0,80.0669,60.0,14734,2005-07-06 18:58:58.000,4.99,2,Jon Stephens
116,231,GEORGIA JACOBS,GEORGIA.JACOBS@sakilacustomer.org,India,Uttarpara-Kotrung,1,1,2005-05-27 22:39:10.000,2005-05-28 22:39:10,2,15.98,1,5.99,0.0333,0.1997,60.0,80.0334,60.0,6221,2005-05-28 03:07:50.000,8.99,1,Mike Hillyer
117,387,JESSE SCHILLING,JESSE.SCHILLING@sakilacustomer.org,"Congo, The Democratic Republic of the",Lubumbashi,2,1,2005-05-29 02:04:04.000,2005-05-30 02:04:04,2,12.98,1,4.99,0.0333,0.1663,60.0,78.0361,60.0,10475,2005-05-30 00:31:17.000,4.99,1,Mike Hillyer
118,98,LILLIAN GRIFFIN,LILLIAN.GRIFFIN@sakilacustomer.org,United Arab Emirates,al-Ayn,1,2,2005-06-15 13:53:32.000,2005-06-16 13:53:32,2,9.98,1,3.99,0.0333,0.133,60.0,75.0376,60.0,2641,2005-06-16 05:11:41.000,5.99,2,Jon Stephens
118,363,ROY WHITING,ROY.WHITING@sakilacustomer.org,Kenya,Nyeri,2,2,2005-06-15 18:16:24.000,2005-06-16 18:16:24,2,9.98,1,3.99,0.0333,0.133,60.0,75.0376,60.0,9808,2005-06-16 03:19:09.000,4.99,2,Jon Stephens
118,490,SAM MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,Colombia,Sogamoso,1,2,2005-07-05 23:02:37.000,2005-07-06 23:02:37,2,9.98,1,3.99,0.0333,0.133,60.0,75.0376,60.0,13213,2005-07-06 21:06:17.000,4.99,2,Jon Stephens
121,170,BEATRICE ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,India,Udaipur,1,2,2005-05-27 09:04:05.000,2005-05-28 09:04:05,2,6.98,1,2.99,0.0333,0.0997,60.0,70.0334,60.0,4606,2005-05-28 02:05:34.000,0.99,2,Jon Stephens
121,184,VIVIAN RUIZ,VIVIAN.RUIZ@sakilacustomer.org,Netherlands,s-Hertogenbosch,1,1,2005-05-28 06:15:25.000,2005-05-29 06:15:25,2,6.98,1,2.99,0.0333,0.0997,60.0,70.0334,60.0,4999,2005-05-28 09:56:20.000,1.99,1,Mike Hillyer
121,89,JULIA FLORES,JULIA.FLORES@sakilacustomer.org,Argentina,La Plata,1,1,2005-05-28 12:08:37.000,2005-05-29 12:08:37,2,6.98,1,2.99,0.0333,0.0997,60.0,70.0334,60.0,2411,2005-05-29 08:30:36.000,5.99,1,Mike Hillyer
121,560,JORDAN ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,Argentina,Avellaneda,1,2,2005-06-15 07:32:24.000,2005-06-16 07:32:24,2,6.98,1,2.99,0.0333,0.0997,60.0,70.0334,60.0,14993,2005-06-16 03:23:22.000,1.99,2,Jon Stephens
121,15,HELEN HARRIS,HELEN.HARRIS@sakilacustomer.org,India,Bhopal,1,2,2005-06-20 05:15:37.000,2005-06-21 05:15:37,2,6.98,1,2.99,0.0333,0.0997,60.0,70.0334,60.0,388,2005-06-20 22:52:18.000,0.99,2,Jon Stephens
126,154,MICHELE GRANT,MICHELE.GRANT@sakilacustomer.org,China,Yuncheng,2,2,2005-05-30 03:39:44.000,2005-05-31 03:39:44,2,13.98,1,5.99,0.0333,0.1997,60.0,70.0167,60.0,4183,2005-05-30 21:30:52.000,5.99,2,Jon Stephens
127,56,GLORIA COOK,GLORIA.COOK@sakilacustomer.org,French Polynesia,Papeete,1,1,2005-05-27 04:01:42.000,2005-05-28 04:01:42,2,8.98,1,3.99,0.0333,0.133,60.0,67.5188,60.0,1537,2005-05-28 00:43:41.000,2.99,1,Mike Hillyer
127,295,DAISY BATES,DAISY.BATES@sakilacustomer.org,Russian Federation,Kolpino,1,1,2005-06-15 00:49:36.000,2005-06-16 00:49:36,2,8.98,1,3.99,0.0333,0.133,60.0,67.5188,60.0,7981,2005-06-15 11:23:27.000,2.99,1,Mike Hillyer
127,96,DIANA ALEXANDER,DIANA.ALEXANDER@sakilacustomer.org,United States,Augusta-Richmond County,1,2,2005-06-15 17:25:07.000,2005-06-16 17:25:07,2,8.98,1,3.99,0.0333,0.133,60.0,67.5188,60.0,2596,2005-06-15 18:37:04.000,0.99,2,Jon Stephens
130,247,STELLA MORENO,STELLA.MORENO@sakilacustomer.org,Mexico,Coacalco de Berriozbal,1,1,2005-05-27 19:03:08.000,2005-05-28 19:03:08,2,10.98,1,4.99,0.0333,0.1663,60.0,66.012,60.0,6679,2005-05-27 19:18:54.000,6.99,1,Mike Hillyer
130,261,DEANNA BYRD,DEANNA.BYRD@sakilacustomer.org,Philippines,Tuguegarao,1,2,2005-05-27 20:44:36.000,2005-05-28 20:44:36,2,10.98,1,4.99,0.0333,0.1663,60.0,66.012,60.0,7046,2005-05-28 06:42:13.000,6.99,2,Jon Stephens
130,55,DORIS REED,DORIS.REED@sakilacustomer.org,Russian Federation,Balaiha,2,1,2005-05-31 03:46:19.000,2005-06-01 03:46:19,2,10.98,1,4.99,0.0333,0.1663,60.0,66.012,60.0,1515,2005-05-31 06:49:53.000,0.99,1,Mike Hillyer
130,163,CATHY SPENCER,CATHY.SPENCER@sakilacustomer.org,Japan,Kakamigahara,1,2,2005-06-17 11:32:30.000,2005-06-18 11:32:30,2,10.98,1,4.99,0.0333,0.1663,60.0,66.012,60.0,4424,2005-06-17 19:45:49.000,7.99,2,Jon Stephens
130,152,ALICIA MILLS,ALICIA.MILLS@sakilacustomer.org,India,Nagaon,1,1,2005-07-06 03:40:36.000,2005-07-07 03:40:36,2,10.98,1,4.99,0.0333,0.1663,60.0,66.012,60.0,4140,2005-07-06 14:00:41.000,7.99,1,Mike Hillyer
135,453,CALVIN MARTEL,CALVIN.MARTEL@sakilacustomer.org,Venezuela,Maracabo,1,2,2005-06-19 23:09:41.000,2005-06-20 23:09:41,2,12.98,1,5.99,0.0333,0.1997,60.0,65.0083,60.0,12227,2005-06-20 01:39:43.000,4.99,2,Jon Stephens
136,246,MARIAN MENDOZA,MARIAN.MENDOZA@sakilacustomer.org,Brazil,Maring,1,2,2005-05-27 15:30:13.000,2005-05-28 15:30:13,2,14.98,1,6.99,0.0333,0.233,60.0,64.2918,60.0,6656,2005-05-27 16:54:27.000,5.99,2,Jon Stephens
137,352,ALBERT CROUSE,ALBERT.CROUSE@sakilacustomer.org,Cameroon,Bamenda,1,1,2005-07-27 03:03:25.000,2005-07-28 03:03:25,4,22.96,2,10.98,0.0667,0.366,60.0,62.7322,60.0,9521,2005-07-27 23:06:41.000,4.99,1,Mike Hillyer
138,249,DORA MEDINA,DORA.MEDINA@sakilacustomer.org,China,Tianjin,2,1,2005-05-27 12:51:44.000,2005-05-28 12:51:44,2,9.98,1,4.99,0.0333,0.1663,60.0,60.0,60.0,6716,2005-05-27 17:52:34.000,6.99,1,Mike Hillyer
138,50,DIANE COLLINS,DIANE.COLLINS@sakilacustomer.org,Sudan,Omdurman,1,1,2005-05-29 16:44:11.000,2005-05-30 16:44:11,2,9.98,1,4.99,0.0333,0.1663,60.0,60.0,60.0,1359,2005-05-30 10:25:00.000,4.99,1,Mike Hillyer
138,389,ALAN KAHN,ALAN.KAHN@sakilacustomer.org,China,Emeishan,1,1,2005-06-16 17:51:01.000,2005-06-17 17:51:01,2,9.98,1,4.99,0.0333,0.1663,60.0,60.0,60.0,10531,2005-06-17 07:58:39.000,4.99,1,Mike Hillyer
138,10,DOROTHY TAYLOR,DOROTHY.TAYLOR@sakilacustomer.org,Iran,Esfahan,1,1,2005-06-16 20:21:53.000,2005-06-17 20:21:53,2,9.98,1,4.99,0.0333,0.1663,60.0,60.0,60.0,256,2005-06-17 11:11:14.000,4.99,1,Mike Hillyer
142,172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,Turkey,Batman,1,1,2005-05-29 00:17:51.000,2005-05-30 00:17:51,2,7.98,1,3.99,0.0333,0.133,60.0,60.0,60.0,4658,2005-05-30 00:02:08.000,0.99,1,Mike Hillyer
142,134,EMMA BOYD,EMMA.BOYD@sakilacustomer.org,Egypt,Qalyub,1,1,2005-05-29 17:23:43.000,2005-05-30 17:23:43,2,7.98,1,3.99,0.0333,0.133,60.0,60.0,60.0,3615,2005-05-29 20:16:12.000,6.99,1,Mike Hillyer
144,575,ISAAC OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,Mexico,Cuernavaca,2,2,2005-05-27 11:45:49.000,2005-05-28 11:45:49,2,5.98,1,2.99,0.0333,0.0997,60.0,60.0,60.0,15396,2005-05-27 19:31:36.000,4.99,2,Jon Stephens
144,357,KEITH RICO,KEITH.RICO@sakilacustomer.org,Slovakia,Bratislava,1,2,2005-05-29 21:45:32.000,2005-05-30 21:45:32,2,5.98,1,2.99,0.0333,0.0997,60.0,60.0,60.0,9639,2005-05-30 15:33:17.000,0.99,2,Jon Stephens
144,305,RICHARD MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,United States,Arlington,1,2,2005-06-16 03:39:56.000,2005-06-17 03:39:56,2,5.98,1,2.99,0.0333,0.0997,60.0,60.0,60.0,8271,2005-06-17 03:19:20.000,0.99,2,Jon Stephens
144,336,JOSHUA MARK,JOSHUA.MARK@sakilacustomer.org,India,Rampur,1,2,2005-06-18 02:36:10.000,2005-06-19 02:36:10,2,5.98,1,2.99,0.0333,0.0997,60.0,60.0,60.0,9069,2005-06-18 20:52:46.000,2.99,2,Jon Stephens
144,180,STACY CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,Colombia,Pereira,2,1,2005-06-19 13:31:52.000,2005-06-20 13:31:52,2,5.98,1,2.99,0.0333,0.0997,60.0,60.0,60.0,4893,2005-06-19 19:07:48.000,2.99,1,Mike Hillyer
144,418,JEFF EAST,JEFF.EAST@sakilacustomer.org,Dominican Republic,San Felipe de Puerto Plata,2,2,2005-06-20 05:43:05.000,2005-06-21 05:43:05,2,5.98,1,2.99,0.0333,0.0997,60.0,60.0,60.0,11297,2005-06-20 07:44:27.000,2.99,2,Jon Stephens
144,419,CHAD CARBONE,CHAD.CARBONE@sakilacustomer.org,India,Katihar,1,1,2005-07-06 05:03:11.000,2005-07-07 05:03:11,2,5.98,1,2.99,0.0333,0.0997,60.0,60.0,60.0,11328,2005-07-06 10:01:23.000,4.99,1,Mike Hillyer
151,395,JOHNNY TURPIN,JOHNNY.TURPIN@sakilacustomer.org,Sudan,al-Qadarif,2,2,2005-06-16 02:46:27.000,2005-06-17 02:46:27,2,1.98,1,0.99,0.0333,0.033,60.0,60.0,60.0,10696,2005-06-16 06:14:03.000,0.99,2,Jon Stephens
152,178,MARION SNYDER,MARION.SNYDER@sakilacustomer.org,Brazil,Santa Brbara dOeste,2,2,2005-06-15 20:24:05.000,2005-06-16 20:24:05,3,13.97,1,6.99,0.0333,0.233,90.0,59.9571,59.9571,4826,2005-06-16 16:41:16.000,3.99,2,Jon Stephens
153,229,TAMARA NGUYEN,TAMARA.NGUYEN@sakilacustomer.org,Brazil,Anpolis,1,2,2005-06-21 00:50:03.000,2005-06-22 00:50:03,3,9.97,1,4.99,0.0333,0.1663,90.0,59.9399,59.9399,6164,2005-06-21 06:08:12.000,0.99,2,Jon Stephens
154,77,JANE BENNETT,JANE.BENNETT@sakilacustomer.org,Brazil,Araatuba,2,1,2005-05-27 15:15:11.000,2005-05-28 15:15:11,3,5.97,1,2.99,0.0333,0.0997,90.0,59.8997,59.8997,2088,2005-05-28 12:03:00.000,0.99,1,Mike Hillyer
155,514,FRANKLIN TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,China,Zaoyang,2,1,2005-08-17 05:57:54.000,2005-08-18 05:57:54,4,16.96,2,8.98,0.0667,0.2993,60.0,56.6592,56.6592,13852,2005-08-18 05:41:39.000,4.99,1,Mike Hillyer
156,14,BETTY WHITE,BETTY.WHITE@sakilacustomer.org,United States,Citrus Heights,2,1,2005-07-08 23:00:07.000,2005-07-09 23:00:07,4,14.96,2,7.98,0.0667,0.266,60.0,56.2406,56.2406,368,2005-07-09 19:14:32.000,4.99,1,Mike Hillyer
157,193,KATIE ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,Kenya,Kisumu,2,1,2005-07-28 23:34:22.000,2005-07-29 23:34:22,3,12.97,1,6.99,0.0333,0.233,90.0,55.6652,55.6652,5230,2005-07-29 07:12:48.000,4.99,1,Mike Hillyer
158,382,VICTOR BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,United States,Manchester,2,1,2005-06-18 15:27:47.000,2005-06-19 15:27:47,4,10.96,2,5.98,0.0667,0.1993,60.0,54.9833,54.9833,10347,2005-06-18 23:56:44.000,2.99,1,Mike Hillyer
159,391,CLARENCE GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,Japan,Izumisano,1,1,2005-05-26 08:14:15.000,2005-05-27 08:14:15,2,8.98,1,4.99,0.0333,0.1663,60.0,53.988,53.988,10590,2005-05-26 23:23:56.000,5.99,1,Mike Hillyer
159,54,TERESA ROGERS,TERESA.ROGERS@sakilacustomer.org,Japan,Iwakuni,1,2,2005-05-27 18:11:05.000,2005-05-28 18:11:05,2,8.98,1,4.99,0.0333,0.1663,60.0,53.988,53.988,1486,2005-05-28 07:10:20.000,3.99,2,Jon Stephens
159,323,MATTHEW MAHAN,MATTHEW.MAHAN@sakilacustomer.org,Mexico,Cuautla,2,1,2005-05-29 06:35:13.000,2005-05-30 06:35:13,2,8.98,1,4.99,0.0333,0.1663,60.0,53.988,53.988,8725,2005-05-30 05:49:13.000,5.99,1,Mike Hillyer
159,148,ELEANOR HUNT,ELEANOR.HUNT@sakilacustomer.org,Runion,Saint-Denis,1,2,2005-06-15 22:02:35.000,2005-06-16 22:02:35,2,8.98,1,4.99,0.0333,0.1663,60.0,53.988,53.988,4014,2005-06-15 23:20:26.000,6.99,2,Jon Stephens
159,514,FRANKLIN TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,China,Zaoyang,2,1,2005-06-16 12:30:19.000,2005-06-17 12:30:19,2,8.98,1,4.99,0.0333,0.1663,60.0,53.988,53.988,13840,2005-06-17 11:39:58.000,3.99,1,Mike Hillyer
159,280,TRACEY BARRETT,TRACEY.BARRETT@sakilacustomer.org,Nigeria,Owo,2,2,2005-06-19 10:42:33.000,2005-06-20 10:42:33,2,8.98,1,4.99,0.0333,0.1663,60.0,53.988,53.988,7586,2005-06-20 10:24:44.000,4.99,2,Jon Stephens
159,250,JO FOWLER,JO.FOWLER@sakilacustomer.org,Nigeria,Oyo,2,1,2005-07-06 06:55:36.000,2005-07-07 06:55:36,2,8.98,1,4.99,0.0333,0.1663,60.0,53.988,53.988,6744,2005-07-06 21:50:41.000,3.99,1,Mike Hillyer
159,328,JEFFREY SPEAR,JEFFREY.SPEAR@sakilacustomer.org,Indonesia,Ciparay,2,1,2005-07-28 15:35:41.000,2005-07-29 15:35:41,2,8.98,1,4.99,0.0333,0.1663,60.0,53.988,53.988,8860,2005-07-29 11:56:30.000,6.99,1,Mike Hillyer
167,362,NICHOLAS BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,Brazil,Belm,1,1,2005-06-15 18:24:10.000,2005-06-16 18:24:10,3,8.97,1,4.99,0.0333,0.1663,90.0,53.9279,53.9279,9777,2005-06-16 07:00:28.000,2.99,1,Mike Hillyer
168,563,KEN PREWITT,KEN.PREWITT@sakilacustomer.org,Romania,Bucuresti,2,1,2005-07-08 05:12:28.000,2005-07-09 05:12:28,7,29.93,4,8.96,0.1333,0.2987,52.5,100.2121,52.5,15085,2005-07-08 19:46:58.000,0.99,1,Mike Hillyer
169,425,FRANCIS SIKES,FRANCIS.SIKES@sakilacustomer.org,Mexico,San Juan Bautista Tuxtepec,2,1,2005-07-07 19:33:23.000,2005-07-08 19:33:23,4,20.96,2,11.98,0.0667,0.3993,60.0,52.4875,52.4875,11486,2005-07-08 09:53:28.000,2.99,1,Mike Hillyer
170,468,TIM CARY,TIM.CARY@sakilacustomer.org,India,Bijapur,1,2,2005-05-26 05:32:52.000,2005-05-27 05:32:52,2,11.98,1,6.99,0.0333,0.233,60.0,51.4163,51.4163,12613,2005-05-26 20:35:19.000,6.99,2,Jon Stephens
171,31,BRENDA WRIGHT,BRENDA.WRIGHT@sakilacustomer.org,India,Kamarhati,2,2,2005-06-18 11:35:30.000,2005-06-19 11:35:30,5,21.95,3,7.97,0.1,0.2657,50.0,82.6223,50.0,859,2005-06-19 10:06:20.000,4.99,2,Jon Stephens
172,3,LINDA WILLIAMS,LINDA.WILLIAMS@sakilacustomer.org,Greece,Athenai,1,2,2005-07-27 20:23:12.000,2005-07-28 20:23:12,5,35.95,3,15.97,0.1,0.5323,50.0,67.5329,50.0,73,2005-07-28 18:17:14.000,4.99,2,Jon Stephens
173,352,ALBERT CROUSE,ALBERT.CROUSE@sakilacustomer.org,Cameroon,Bamenda,1,1,2005-07-27 17:04:15.000,2005-07-28 17:04:15,5,28.95,3,13.97,0.1,0.4657,50.0,62.1689,50.0,9523,2005-07-28 10:37:55.000,2.99,1,Mike Hillyer
174,319,RONALD WEINER,RONALD.WEINER@sakilacustomer.org,Mexico,San Felipe del Progreso,2,1,2005-08-17 01:50:26.000,2005-08-18 01:50:26,5,16.95,3,8.97,0.1,0.299,50.0,56.689,50.0,8648,2005-08-17 19:44:46.000,4.99,1,Mike Hillyer
175,247,STELLA MORENO,STELLA.MORENO@sakilacustomer.org,Mexico,Coacalco de Berriozbal,1,2,2005-07-06 21:58:08.000,2005-07-07 21:58:08,2,9.98,1,5.99,0.0333,0.1997,60.0,49.9833,49.9833,6682,2005-07-07 11:08:11.000,6.99,2,Jon Stephens
176,232,CONSTANCE REID,CONSTANCE.REID@sakilacustomer.org,Nigeria,Zaria,2,1,2005-07-27 06:08:48.000,2005-07-28 06:08:48,4,14.96,2,8.98,0.0667,0.2993,60.0,49.9777,49.9777,6254,2005-07-28 05:53:36.000,2.99,1,Mike Hillyer
177,251,VICKIE BREWER,VICKIE.BREWER@sakilacustomer.org,Germany,Halle/Saale,2,2,2005-05-26 22:38:10.000,2005-05-27 22:38:10,2,4.98,1,2.99,0.0333,0.0997,60.0,49.9666,49.9666,6759,2005-05-27 11:18:25.000,2.99,2,Jon Stephens
177,452,TOM MILNER,TOM.MILNER@sakilacustomer.org,United Arab Emirates,Abu Dhabi,1,1,2005-05-29 04:15:21.000,2005-05-30 04:15:21,2,4.98,1,2.99,0.0333,0.0997,60.0,49.9666,49.9666,12195,2005-05-29 06:05:29.000,1.99,1,Mike Hillyer
177,555,DWIGHT LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,South Africa,Chatsworth,1,1,2005-07-28 21:11:00.000,2005-07-29 21:11:00,2,4.98,1,2.99,0.0333,0.0997,60.0,49.9666,49.9666,14876,2005-07-29 00:37:09.000,3.99,1,Mike Hillyer
180,502,BRETT CORNWELL,BRETT.CORNWELL@sakilacustomer.org,India,Siliguri (Shiliguri),1,2,2005-05-30 02:48:32.000,2005-05-31 02:48:32,3,4.97,1,2.99,0.0333,0.0997,90.0,49.8662,49.8662,13514,2005-05-30 19:00:14.000,0.99,2,Jon Stephens
180,527,CORY MEEHAN,CORY.MEEHAN@sakilacustomer.org,Belarus,Mogiljov,1,1,2005-06-18 17:28:57.000,2005-06-19 17:28:57,3,4.97,1,2.99,0.0333,0.0997,90.0,49.8662,49.8662,14184,2005-06-19 01:58:39.000,2.99,1,Mike Hillyer
180,494,RAMON CHOATE,RAMON.CHOATE@sakilacustomer.org,Ecuador,Robamba,2,2,2005-07-06 00:42:01.000,2005-07-07 00:42:01,3,4.97,1,2.99,0.0333,0.0997,90.0,49.8662,49.8662,13303,2005-07-06 20:11:00.000,0.99,2,Jon Stephens
183,222,DELORES HANSEN,DELORES.HANSEN@sakilacustomer.org,Russian Federation,Jaroslavl,2,2,2005-07-09 11:22:39.000,2005-07-10 11:22:39,4,25.96,2,15.98,0.0667,0.5327,60.0,48.7359,48.7359,6013,2005-07-10 06:28:39.000,5.99,2,Jon Stephens
184,187,BRITTANY RILEY,BRITTANY.RILEY@sakilacustomer.org,Ukraine,Sumy,2,2,2005-06-15 10:55:17.000,2005-06-16 10:55:17,3,12.97,1,7.99,0.0333,0.2663,90.0,48.6984,48.6984,5077,2005-06-16 05:14:37.000,0.99,2,Jon Stephens
184,386,TODD TAN,TODD.TAN@sakilacustomer.org,Ukraine,Kamjanets-Podilskyi,1,2,2005-06-16 04:51:13.000,2005-06-17 04:51:13,3,12.97,1,7.99,0.0333,0.2663,90.0,48.6984,48.6984,10447,2005-06-16 21:32:50.000,5.99,2,Jon Stephens
