risk_rank,customer_id,customer_name,customer_country,customer_city,customer_home_store_id,payment_day,payment_count,payment_amount,history_days,history_payment_count,avg_payment_amount_30d,stddev_payment_amount_30d,amount_z_score,avg_payment_count_30d,stddev_payment_count_30d,count_z_score,off_home_staff_payment_count,off_home_staff_payment_share,most_frequent_staff_id,most_frequent_staff_name,most_frequent_staff_payment_count,main_category_id,main_category_name,main_category_payment_count,risk_score
533,418,JEFF EAST,Dominican Republic,San Felipe de Puerto Plata,2,2005-08-02,4,11.96,8,12,6.61,3.5385,1.512,1.5,0.7559,3.3072,1,0.25,2,Jon Stephens,3,4,Classics,1,164.69
534,432,EDWIN BURK,South Africa,Newcastle,1,2005-07-28,3,12.97,5,7,7.19,3.0277,1.9104,1.4,0.7071,2.2627,3,1.0,2,Jon Stephens,3,14,Sci-Fi,1,164.3
535,333,ANDREW PURDY,Azerbaijan,Baku,2,2005-07-27,3,8.97,4,5,3.49,2.9961,1.8299,1.25,0.5774,3.0311,0,0.0,2,Jon Stephens,3,15,Sports,1,164.13
536,186,HOLLY FOX,India,Haldia,2,2005-08-18,2,14.98,6,9,3.99,3.4566,3.1809,1.5,0.8944,0.559,2,1.0,1,Mike Hillyer,2,5,Comedy,1,164.01
537,383,MARTIN BALES,Angola,Namibe,1,2005-08-02,3,6.97,7,10,4.56,1.3993,1.7243,1.43,0.5774,2.7218,2,0.6667,2,Jon Stephens,2,4,Classics,2,163.96
538,47,FRANCES PARKER,Brazil,Juazeiro do Norte,1,2005-08-18,2,15.98,4,6,6.99,2.8237,3.1855,1.5,0.5774,0.866,1,0.5,1,Mike Hillyer,1,2,Animation,1,163.4
539,197,SUE PETERS,China,Changzhou,2,2005-08-02,4,17.96,6,12,8.15,4.4379,2.2113,2.0,1.0954,1.8257,4,1.0,1,Mike Hillyer,4,13,New,1,163.22
540,266,NORA HERRERA,Austria,Salzburg,2,2005-08-18,4,17.96,5,8,6.58,6.0182,1.8903,1.6,1.0,2.4,3,0.75,1,Mike Hillyer,3,12,Music,1,162.61
541,436,TROY QUIGLEY,Canada,Vancouver,1,2005-07-28,2,15.98,4,7,4.98,3.2578,3.3757,1.75,1.0,0.25,2,1.0,2,Jon Stephens,2,10,Games,1,162.53
542,90,RUBY WASHINGTON,China,Meixian,2,2005-08-01,3,17.97,8,12,6.49,5.1478,2.231,1.5,0.7559,1.9843,2,0.6667,1,Mike Hillyer,2,7,Drama,1,162.11
543,115,WENDY HARRISON,Mexico,Nezahualcyotl,1,2005-07-12,2,12.98,6,10,4.48,2.2566,3.7653,1.67,0.8944,0.3727,0,0.0,1,Mike Hillyer,2,7,Drama,1,161.79
544,197,SUE PETERS,China,Changzhou,2,2005-08-01,4,12.96,5,8,7.18,4.2033,1.3741,1.6,0.7071,3.3941,1,0.25,2,Jon Stephens,3,4,Classics,1,161.79
545,36,KATHLEEN ADAMS,Iran,Arak,2,2005-07-28,3,8.97,5,6,3.99,4.2391,1.1752,1.2,0.5,3.6,1,0.3333,2,Jon Stephens,2,12,Music,1,161.68
546,211,STACEY MONTGOMERY,China,Fuyu,1,2005-08-18,3,11.97,7,9,5.27,5.1176,1.3086,1.29,0.5774,2.9692,3,1.0,2,Jon Stephens,3,2,Animation,1,161.42
547,413,MARVIN YEE,India,Berhampore (Baharampur),2,2005-08-02,3,6.97,5,6,4.19,2.7769,1.0018,1.2,0.5,3.6,2,0.6667,1,Mike Hillyer,2,2,Animation,2,161.41
548,89,JULIA FLORES,Argentina,La Plata,1,2005-07-28,4,15.96,5,8,7.98,4.293,1.8579,1.6,1.0,2.4,3,0.75,2,Jon Stephens,3,1,Action,1,161.32
549,196,ALMA AUSTIN,Germany,Mannheim,1,2005-07-09,3,13.97,6,9,5.82,4.6601,1.7492,1.5,0.6325,2.3717,3,1.0,2,Jon Stephens,3,3,Children,1,161.12
550,506,LESLIE SEWARD,Indonesia,Pontianak,2,2005-06-19,2,16.98,7,10,5.7,3.7254,3.0279,1.43,0.5774,0.9897,1,0.5,1,Mike Hillyer,1,1,Action,1,160.81
551,157,DARLENE ROSE,North Korea,Pyongyang,2,2005-07-27,3,10.97,4,5,4.24,4.2675,1.5776,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,12,Music,2,160.7
552,593,RENE MCALISTER,United States,Garden Grove,2,2005-08-01,3,13.97,8,12,5.61,3.8102,2.1941,1.5,0.7559,1.9843,2,0.6667,1,Mike Hillyer,2,5,Comedy,1,160.63
553,115,WENDY HARRISON,Mexico,Nezahualcyotl,1,2005-06-21,1,6.99,3,5,2.98,1.0,4.0066,1.67,0.7071,-0.9428,0,0.0,1,Mike Hillyer,1,9,Foreign,1,160.26
554,58,JEAN BELL,Malaysia,Kuching,1,2005-07-31,3,10.97,5,6,5.59,5.5455,0.9705,1.2,0.5,3.6,2,0.6667,2,Jon Stephens,2,5,Comedy,1,160.15
555,557,FELIX GAFFNEY,Lithuania,Vilnius,1,2005-07-12,4,10.96,3,5,4.98,5.2877,1.1303,1.67,0.7071,3.2998,3,0.75,2,Jon Stephens,3,12,Music,2,159.21
556,49,JOYCE EDWARDS,Saudi Arabia,Jedda,2,2005-08-21,3,15.97,6,9,7.15,3.709,2.3775,1.5,0.8944,1.6771,2,0.6667,1,Mike Hillyer,2,2,Animation,2,158.75
557,429,FREDERICK ISBELL,Japan,Tsuyama,2,2005-07-28,3,12.97,4,5,7.99,2.9394,1.6951,1.25,0.5774,3.0311,0,0.0,2,Jon Stephens,3,8,Family,2,158.74
558,322,JASON MORRISSEY,Argentina,Baha Blanca,1,2005-07-12,3,9.97,9,11,5.77,4.3498,0.9666,1.22,0.5,3.5556,2,0.6667,2,Jon Stephens,2,11,Horror,1,158.66
559,333,ANDREW PURDY,Azerbaijan,Baku,2,2005-07-30,2,15.98,6,9,4.65,3.1973,3.5431,1.5,0.8944,0.559,0,0.0,2,Jon Stephens,2,5,Comedy,2,158.49
560,29,ANGELA HERNANDEZ,Japan,Shimonoseki,2,2005-07-27,3,11.97,4,5,5.49,4.7941,1.3522,1.25,0.5774,3.0311,2,0.6667,1,Mike Hillyer,2,15,Sports,1,158.35
561,227,COLLEEN BURTON,Germany,Saarbrcken,1,2005-07-29,3,6.97,6,7,5.32,2.3358,0.7057,1.17,0.4472,4.0995,1,0.3333,1,Mike Hillyer,2,6,Documentary,1,157.88
562,551,CLAYTON BARBEE,Brazil,Alvorada,2,2005-08-21,3,8.97,7,9,4.7,2.7519,1.5511,1.29,0.5774,2.9692,1,0.3333,2,Jon Stephens,2,2,Animation,1,157.79
563,304,DAVID ROYAL,Peru,Callao,2,2005-07-10,3,9.97,6,7,6.66,4.757,0.6969,1.17,0.4472,4.0995,1,0.3333,2,Jon Stephens,2,15,Sports,2,157.52
564,197,SUE PETERS,China,Changzhou,2,2005-06-15,3,6.97,6,8,3.49,2.1633,1.6102,1.33,0.6325,2.6352,2,0.6667,1,Mike Hillyer,2,4,Classics,1,156.8
565,99,EMILY DIAZ,South Korea,Kimchon,2,2005-07-08,3,8.97,4,5,5.74,2.214,1.46,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,14,Sci-Fi,1,156.0
566,202,CARLA GUTIERREZ,India,Bhusawal,2,2005-07-30,3,12.97,6,9,5.82,2.7094,2.6396,1.5,0.8944,1.6771,0,0.0,2,Jon Stephens,3,2,Animation,2,155.9
567,287,BECKY MILES,India,Tambaram,2,2005-08-22,3,7.97,9,11,5.54,2.2941,1.0578,1.22,0.5,3.5556,1,0.3333,2,Jon Stephens,2,5,Comedy,2,155.64
568,176,JUNE CARROLL,Algeria,Skikda,1,2005-07-27,4,13.96,3,5,8.65,4.1577,1.2771,1.67,0.7071,3.2998,1,0.25,1,Mike Hillyer,3,2,Animation,2,155.08
569,356,GERALD FULTZ,India,Satna,2,2005-08-19,4,14.96,7,13,7.55,3.7288,1.9865,1.86,0.9129,2.3474,1,0.25,2,Jon Stephens,3,9,Foreign,1,154.88
570,589,TRACY HERRMANN,Ecuador,Loja,1,2005-08-21,3,8.97,9,11,6.54,2.3496,1.0328,1.22,0.5,3.5556,1,0.3333,1,Mike Hillyer,2,13,New,1,154.64
571,98,LILLIAN GRIFFIN,United Arab Emirates,al-Ayn,1,2005-07-06,1,7.99,5,6,5.19,0.8343,3.3586,1.2,0.5,-0.4,1,1.0,2,Jon Stephens,1,15,Sports,1,154.34
572,323,MATTHEW MAHAN,Mexico,Cuautla,2,2005-07-28,3,12.97,5,7,6.19,3.4164,1.9857,1.4,0.7071,2.2627,1,0.3333,2,Jon Stephens,2,16,Travel,2,153.98
573,243,LYDIA BURKE,Argentina,San Miguel de Tucumn,1,2005-08-21,4,9.96,7,10,4.99,4.0344,1.233,1.43,0.8165,3.1493,2,0.5,1,Mike Hillyer,2,6,Documentary,2,153.8
574,499,MARC OUTLAW,Italy,Brindisi,2,2005-07-09,3,9.97,4,5,4.99,3.5543,1.4018,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,11,Horror,1,153.67
575,411,NORMAN CURRIER,Indonesia,Cianjur,1,2005-07-27,3,5.97,4,5,3.99,1.4142,1.4018,1.25,0.5774,3.0311,1,0.3333,1,Mike Hillyer,2,2,Animation,2,153.67
576,376,RANDY GAITHER,Russian Federation,Kurgan,1,2005-07-12,3,18.97,6,9,5.82,5.448,2.414,1.5,0.8944,1.6771,1,0.3333,1,Mike Hillyer,2,14,Sci-Fi,1,153.54
577,199,BETH FRANKLIN,Vietnam,Haiphong,2,2005-07-31,3,12.97,6,9,6.65,3.6653,1.7238,1.5,0.6325,2.3717,2,0.6667,1,Mike Hillyer,2,5,Comedy,1,153.44
578,46,CATHERINE CAMPBELL,Russian Federation,Moscow,2,2005-08-18,4,15.96,6,10,6.98,5.1319,1.7492,1.67,0.8944,2.6087,1,0.25,2,Jon Stephens,3,7,Drama,1,153.23
579,385,PHILLIP HOLM,Japan,Tama,1,2005-08-01,3,9.97,8,11,5.61,2.8217,1.5447,1.38,0.5345,3.0401,0,0.0,1,Mike Hillyer,3,10,Games,1,152.99
580,481,HERMAN DEVORE,Tanzania,Mwanza,1,2005-08-20,3,9.97,9,12,6.43,3.5716,0.9908,1.33,0.5,3.3333,2,0.6667,2,Jon Stephens,2,15,Sports,1,152.97
581,292,MISTY LAMBERT,United Arab Emirates,Sharja,2,2005-07-11,1,8.99,8,9,3.99,1.51,3.3121,1.13,0.378,-0.3307,1,1.0,1,Mike Hillyer,1,1,Action,1,152.49
582,254,MAXINE SILVA,Brazil,Poos de Caldas,2,2005-08-18,3,4.97,7,8,4.85,2.5441,0.0489,1.14,0.4082,4.5491,2,0.6667,1,Mike Hillyer,2,2,Animation,1,151.76
583,13,KAREN JACKSON,Turkey,Osmaniye,2,2005-07-29,2,14.98,4,6,5.49,2.9967,3.1685,1.5,1.0,0.5,1,0.5,2,Jon Stephens,1,7,Drama,1,151.74
584,160,ERIN DUNN,Russian Federation,Ljubertsy,2,2005-07-31,3,6.97,5,6,4.39,2.7905,0.9253,1.2,0.5,3.6,1,0.3333,2,Jon Stephens,2,1,Action,1,151.68
585,23,SARAH LEWIS,Latvia,Liepaja,2,2005-08-19,3,14.97,7,9,6.42,5.4686,1.5643,1.29,0.5774,2.9692,0,0.0,2,Jon Stephens,3,11,Horror,1,151.65
586,246,MARIAN MENDOZA,Brazil,Maring,1,2005-07-07,1,7.99,4,5,3.24,1.259,3.7749,1.25,0.5774,-0.433,0,0.0,1,Mike Hillyer,1,1,Action,1,151.0
587,445,MICHEAL FORMAN,Argentina,Escobar,1,2005-08-22,3,15.97,10,15,6.49,5.2093,1.8208,1.5,0.5774,2.5981,0,0.0,1,Mike Hillyer,3,14,Sci-Fi,2,150.77
588,146,JAMIE RICE,United States,Sterling Heights,1,2005-08-02,4,17.96,5,7,7.39,7.3603,1.4366,1.4,1.0,2.6,3,0.75,2,Jon Stephens,3,12,Music,1,150.47
589,513,DUANE TUBBS,Nauru,Yangor,2,2005-08-22,4,24.96,8,16,9.11,7.52,2.1084,2.0,1.069,1.8708,2,0.5,2,Jon Stephens,2,11,Horror,2,150.46
590,144,CLARA SHAW,Belarus,Molodetno,1,2005-07-30,4,17.96,7,13,10.7,5.3406,1.3602,1.86,0.7071,3.0305,1,0.25,1,Mike Hillyer,3,10,Games,3,150.32
591,126,ELLEN SIMPSON,Brazil,Po,1,2005-08-17,3,9.97,4,5,6.49,2.6489,1.3147,1.25,0.5774,3.0311,1,0.3333,1,Mike Hillyer,2,9,Foreign,1,150.19
592,119,SHERRY MARSHALL,Egypt,Shubra al-Khayma,1,2005-08-01,3,11.97,7,10,6.41,3.5954,1.5452,1.43,0.5774,2.7218,1,0.3333,1,Mike Hillyer,2,13,New,1,150.13
593,20,SHARON ROBINSON,Pakistan,Mardan,2,2005-08-19,3,12.97,7,10,5.7,4.7108,1.5433,1.43,0.5774,2.7218,1,0.3333,2,Jon Stephens,2,7,Drama,1,150.05
594,561,IAN STILL,United States,Garland,2,2005-07-12,3,6.97,8,10,4.61,2.9699,0.7938,1.25,0.5345,3.274,3,1.0,1,Mike Hillyer,3,13,New,1,149.97
595,295,DAISY BATES,Russian Federation,Kolpino,1,2005-07-09,3,10.97,9,13,5.43,3.6752,1.5074,1.44,0.6124,2.5402,2,0.6667,2,Jon Stephens,2,16,Travel,1,149.84
596,482,MAURICE CRAWLEY,Mexico,Coatzacoalcos,1,2005-08-23,3,12.97,8,12,6.99,2.8725,2.0835,1.5,0.7559,1.9843,1,0.3333,1,Mike Hillyer,2,8,Family,2,149.54
597,30,MELISSA KING,Taiwan,Lungtan,1,2005-07-28,4,19.96,5,10,8.58,5.7615,1.9752,2.0,1.0,2.0,2,0.5,1,Mike Hillyer,2,1,Action,1,149.01
598,584,SALVADOR TEEL,Gambia,Banjul,2,2005-08-02,3,10.97,8,12,5.61,4.1677,1.2861,1.5,0.5345,2.8062,2,0.6667,1,Mike Hillyer,2,5,Comedy,1,148.97
599,366,BRANDON HUEY,Turkey,Balikesir,1,2005-07-27,4,14.96,6,10,7.32,5.0391,1.5168,1.67,0.8944,2.6087,2,0.5,2,Jon Stephens,2,3,Children,1,148.94
600,224,PEARL GARZA,India,Jodhpur,2,2005-08-21,3,12.97,6,9,4.49,3.4424,2.4649,1.5,0.8944,1.6771,0,0.0,2,Jon Stephens,3,5,Comedy,1,148.91
601,125,ETHEL WEBB,South Africa,Boksburg,1,2005-08-17,4,15.96,7,14,7.98,4.2399,1.8821,2.0,0.8165,2.4495,0,0.0,1,Mike Hillyer,4,5,Comedy,1,148.77
602,566,CASEY MENA,Turkey,Tokat,1,2005-07-29,5,17.95,4,9,9.23,4.562,1.912,2.25,1.5275,1.8003,2,0.4,1,Mike Hillyer,3,13,New,1,148.49
603,226,MAUREEN LITTLE,Paraguay,Asuncin,2,2005-08-23,4,16.96,5,10,7.38,4.6578,2.0568,2.0,1.2247,1.633,3,0.75,1,Mike Hillyer,3,4,Classics,1,146.26
604,39,DEBRA NELSON,Brazil,Vila Velha,1,2005-07-29,4,19.96,5,7,8.19,8.9186,1.3202,1.4,1.0,2.6,3,0.75,2,Jon Stephens,3,8,Family,1,145.81
605,394,CHRIS BROTHERS,Spain,Gijn,2,2005-08-01,3,6.97,8,10,4.86,3.0871,0.6827,1.25,0.5345,3.274,3,1.0,1,Mike Hillyer,3,13,New,1,145.53
606,530,DARRYL ASHCRAFT,Argentina,Ezeiza,2,2005-08-18,3,12.97,6,9,5.32,4.0751,1.8776,1.5,0.8944,1.6771,3,1.0,1,Mike Hillyer,3,6,Documentary,2,145.42
607,138,HAZEL WARREN,China,Hohhot,1,2005-07-31,3,11.97,8,12,4.49,3.4982,2.1397,1.5,0.7559,1.9843,0,0.0,1,Mike Hillyer,3,15,Sports,2,145.12
608,156,BERTHA FERGUSON,Nigeria,Ondo,1,2005-07-10,3,8.97,4,5,4.99,3.9149,1.0173,1.25,0.5774,3.0311,2,0.6667,2,Jon Stephens,2,8,Family,1,144.96
609,436,TROY QUIGLEY,Canada,Vancouver,1,2005-08-17,3,13.97,6,8,7.15,5.2661,1.2944,1.33,0.6325,2.6352,2,0.6667,2,Jon Stephens,2,16,Travel,1,144.17
610,24,KIMBERLY LEE,Argentina,Crdoba,2,2005-08-19,3,7.97,7,9,4.27,3.5431,1.0435,1.29,0.5774,2.9692,2,0.6667,1,Mike Hillyer,2,9,Foreign,1,144.15
611,570,IVAN CROMWELL,Mexico,Monclova,2,2005-07-31,3,8.97,9,11,3.99,3.6,1.3839,1.22,0.7071,2.5142,2,0.6667,1,Mike Hillyer,2,11,Horror,1,144.12
612,245,COURTNEY DAY,South Korea,Uijongbu,1,2005-07-12,1,5.99,7,7,3.28,0.7559,3.5907,1.0,0.0,0.0,0,0.0,1,Mike Hillyer,1,2,Animation,1,143.63
613,263,HILDA HOPKINS,Philippines,Mandaluyong,1,2005-07-27,2,9.98,5,9,5.38,1.5159,3.0331,1.8,0.5,0.4,1,0.5,1,Mike Hillyer,1,13,New,1,143.33
614,309,CHRISTOPHER GRECO,Italy,Brescia,1,2005-07-29,3,10.97,8,10,7.36,3.2002,1.1273,1.25,0.5345,3.274,0,0.0,1,Mike Hillyer,3,1,Action,1,143.31
615,574,JULIAN VEST,Japan,Akishima,2,2005-07-09,3,12.97,6,9,6.15,3.4259,1.9902,1.5,0.8944,1.6771,2,0.6667,1,Mike Hillyer,2,9,Foreign,1,143.25
616,241,HEIDI LARSON,China,Xiangfan,2,2005-07-09,3,8.97,5,7,2.79,3.0246,2.0446,1.4,1.0,1.6,2,0.6667,1,Mike Hillyer,2,13,New,1,143.12
617,552,HUGH WALDROP,China,Haining,2,2005-08-02,3,14.97,6,9,8.15,3.1838,2.1416,1.5,0.8944,1.6771,1,0.3333,2,Jon Stephens,2,11,Horror,1,142.64
618,32,AMY LOPEZ,India,Jhansi,1,2005-08-20,3,11.97,7,9,6.84,3.8447,1.3332,1.29,0.5774,2.9692,0,0.0,1,Mike Hillyer,3,7,Drama,1,142.4
619,91,LOIS BUTLER,Brunei,Bandar Seri Begawan,2,2005-08-19,3,10.97,6,9,3.82,3.364,2.1259,1.5,0.8944,1.6771,1,0.3333,2,Jon Stephens,2,6,Documentary,2,142.01
620,259,LENA JENSEN,India,Halisahar,2,2005-08-23,4,18.96,10,18,9.48,6.6625,1.4226,1.8,0.9428,2.3335,3,0.75,1,Mike Hillyer,3,15,Sports,1,141.91
621,368,HARRY ARCE,Iran,Najafabad,1,2005-06-19,3,14.97,4,6,7.24,4.9187,1.5726,1.5,0.5774,2.5981,0,0.0,1,Mike Hillyer,3,16,Travel,2,140.85
622,229,TAMARA NGUYEN,Brazil,Anpolis,1,2005-08-19,3,8.97,4,6,6.24,2.2121,1.2364,1.5,0.5774,2.5981,2,0.6667,2,Jon Stephens,2,3,Children,1,140.73
623,225,ARLENE HARVEY,India,Ambattur,1,2005-07-11,3,8.97,5,6,7.39,2.5064,0.6312,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,13,New,1,139.91
624,440,BERNARD COLBY,India,Dhule (Dhulia),1,2005-07-28,2,10.98,5,7,4.79,2.0489,3.0231,1.4,1.0,0.6,0,0.0,1,Mike Hillyer,2,10,Games,2,138.92
625,1,MARY SMITH,Japan,Sasebo,1,2005-08-22,3,10.97,10,15,4.19,3.1113,2.1808,1.5,1.0,1.5,1,0.3333,1,Mike Hillyer,2,5,Comedy,2,138.9
626,447,CLIFFORD BOWENS,Russian Federation,Nabereznyje Telny,1,2005-08-02,3,12.97,9,12,5.99,5.0939,1.3709,1.33,0.7071,2.357,2,0.6667,2,Jon Stephens,2,7,Drama,1,138.88
627,42,CAROLYN PEREZ,Thailand,Pak Kret,2,2005-07-29,3,10.97,8,11,4.99,3.5789,1.6719,1.38,0.7559,2.1497,1,0.3333,2,Jon Stephens,2,14,Sci-Fi,2,138.03
627,594,EDUARDO HIATT,China,Jining,1,2005-07-29,3,10.97,6,8,6.32,3.556,1.3076,1.33,0.6325,2.6352,1,0.3333,1,Mike Hillyer,2,10,Games,2,138.03
629,436,TROY QUIGLEY,Canada,Vancouver,1,2005-08-20,4,13.96,9,15,9.21,5.7568,0.8259,1.67,0.7071,3.2998,1,0.25,1,Mike Hillyer,3,2,Animation,2,137.03
630,419,CHAD CARBONE,India,Katihar,1,2005-07-10,3,5.97,4,5,3.99,2.4468,0.8103,1.25,0.5774,3.0311,2,0.6667,2,Jon Stephens,2,2,Animation,2,136.68
631,264,GWENDOLYN MAY,Japan,Higashiosaka,1,2005-07-31,3,12.97,7,9,5.56,4.4238,1.6754,1.29,0.8165,2.0996,1,0.3333,1,Mike Hillyer,2,14,Sci-Fi,2,136.67
632,168,REGINA BERRY,China,Jinchang,1,2005-07-30,3,11.97,8,12,5.86,3.865,1.5809,1.5,0.7559,1.9843,2,0.6667,2,Jon Stephens,2,7,Drama,1,136.1
633,408,MANUEL MURRELL,Sri Lanka,Jaffna,1,2005-08-23,3,11.97,11,16,6.08,3.8002,1.5509,1.45,0.7071,2.1856,1,0.3333,1,Mike Hillyer,2,5,Comedy,1,134.27
634,13,KAREN JACKSON,Turkey,Osmaniye,2,2005-07-12,3,6.97,5,6,6.39,3.9714,0.1465,1.2,0.5,3.6,3,1.0,1,Mike Hillyer,3,4,Classics,1,133.86
635,406,NATHAN RUNYON,"Virgin Islands, U.S.",Charlotte Amalie,1,2005-07-30,5,11.95,7,12,6.84,7.7234,0.6616,1.71,1.1547,2.8455,3,0.6,2,Jon Stephens,3,4,Classics,2,133.83
636,576,MORRIS MCCARTER,Taiwan,Fengshan,2,2005-07-06,3,10.97,5,7,6.79,2.8589,1.4635,1.4,0.7071,2.2627,1,0.3333,2,Jon Stephens,2,10,Games,2,133.09
637,340,PATRICK NEWSOM,Vietnam,Hanoi,1,2005-08-01,4,16.96,5,9,6.18,5.5285,1.9495,1.8,1.3229,1.663,1,0.25,1,Mike Hillyer,3,5,Comedy,1,132.87
638,562,WALLACE SLONE,Nigeria,Sokoto,1,2005-07-27,3,9.97,4,5,6.99,4.3174,0.6908,1.25,0.5774,3.0311,2,0.6667,2,Jon Stephens,2,10,Games,1,131.9
639,222,DELORES HANSEN,Russian Federation,Jaroslavl,2,2005-07-29,3,13.97,5,7,6.19,6.2556,1.2443,1.4,0.7071,2.2627,2,0.6667,1,Mike Hillyer,2,15,Sports,1,130.99
640,115,WENDY HARRISON,Mexico,Nezahualcyotl,1,2005-07-11,3,6.97,5,7,3.99,2.1237,1.4051,1.4,0.7071,2.2627,1,0.3333,1,Mike Hillyer,2,4,Classics,1,130.75
641,147,JOANNE ROBERTSON,Japan,Urawa,2,2005-08-20,3,13.97,6,8,5.49,6.6209,1.2813,1.33,0.6325,2.6352,0,0.0,2,Jon Stephens,3,6,Documentary,2,130.31
642,566,CASEY MENA,Turkey,Tokat,1,2005-07-28,4,13.96,3,5,7.65,4.0357,1.5635,1.67,1.2247,1.9052,2,0.5,1,Mike Hillyer,2,14,Sci-Fi,2,129.7
643,85,ANNE POWELL,United Kingdom,Bradford,2,2005-07-30,1,7.99,5,5,2.19,1.7889,3.2423,1.0,0.0,0.0,0,0.0,2,Jon Stephens,1,1,Action,1,129.69
644,33,ANNA HILL,Italy,Alessandria,2,2005-08-20,3,11.97,5,7,6.59,3.4994,1.5385,1.4,1.0,1.6,3,1.0,1,Mike Hillyer,3,15,Sports,1,129.54
645,114,GRACE ELLIS,Germany,Duisburg,2,2005-08-23,4,8.96,9,13,7.43,3.4996,0.4372,1.44,0.7906,3.2326,3,0.75,1,Mike Hillyer,3,1,Action,1,129.46
646,590,SETH HANNON,Bahrain,al-Manama,2,2005-07-08,3,12.97,4,5,7.74,6.5971,0.7932,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,4,Classics,1,129.32
647,289,VIOLET RODRIQUEZ,Hong Kong,Kowloon and New Kowloon,1,2005-07-27,3,10.97,6,8,5.99,4.6009,1.0831,1.33,0.6325,2.6352,1,0.3333,1,Mike Hillyer,2,9,Foreign,2,129.05
648,346,ARTHUR SIMPKINS,Russian Federation,Maikop,1,2005-08-23,5,19.95,6,15,12.14,6.069,1.2866,2.5,1.2649,1.9764,2,0.4,1,Mike Hillyer,3,8,Family,2,128.76
649,122,THELMA MURRAY,Peru,Lima,1,2005-07-28,3,8.97,7,10,5.99,3.5576,0.8388,1.43,0.5774,2.7218,2,0.6667,2,Jon Stephens,2,11,Horror,2,128.54
650,561,IAN STILL,United States,Garland,2,2005-08-02,3,10.97,6,8,5.49,3.78,1.4506,1.33,0.8944,1.8634,2,0.6667,1,Mike Hillyer,2,11,Horror,1,127.26
651,397,JIMMY SCHRADER,Russian Federation,Atinsk,1,2005-08-01,3,7.97,10,13,5.09,3.6613,0.7874,1.3,0.5774,2.9445,1,0.3333,1,Mike Hillyer,2,3,Children,1,126.5
652,235,JACKIE LYNCH,Colombia,Buenaventura,1,2005-07-31,3,11.97,8,12,6.36,4.1998,1.3358,1.5,0.7559,1.9843,2,0.6667,2,Jon Stephens,2,8,Family,1,126.3
653,113,CINDY FISHER,Venezuela,Cuman,2,2005-08-01,3,7.97,8,11,5.49,3.6216,0.6858,1.38,0.5345,3.0401,1,0.3333,2,Jon Stephens,2,7,Drama,1,125.3
654,186,HOLLY FOX,India,Haldia,2,2005-08-20,3,11.97,8,12,5.74,4.8574,1.2836,1.5,0.7559,1.9843,2,0.6667,1,Mike Hillyer,2,7,Drama,2,124.21
655,109,EDNA WEST,South Africa,Klerksdorp,2,2005-08-17,1,6.99,6,6,2.32,1.5055,3.0997,1.0,0.0,0.0,0,0.0,2,Jon Stephens,1,1,Action,1,123.99
656,391,CLARENCE GAMEZ,Japan,Izumisano,1,2005-07-30,3,8.97,6,8,4.82,4.3526,0.9534,1.33,0.6325,2.6352,1,0.3333,1,Mike Hillyer,2,13,New,1,123.86
657,369,FRED WHEAT,Mexico,Jurez,2,2005-08-01,3,7.97,8,12,5.74,2.7092,0.825,1.5,0.5345,2.8062,1,0.3333,2,Jon Stephens,2,16,Travel,1,123.85
658,583,MARSHALL THORN,United Kingdom,Southampton,1,2005-08-01,3,12.97,8,12,8.61,4.0621,1.0733,1.5,0.7559,1.9843,3,1.0,2,Jon Stephens,3,9,Foreign,1,122.46
659,334,RAYMOND MCWHORTER,Azerbaijan,Sumqayit,2,2005-08-23,3,9.97,10,13,5.79,3.5476,1.1791,1.3,0.7454,2.2808,1,0.3333,2,Jon Stephens,2,11,Horror,1,122.25
660,148,ELEANOR HUNT,Runion,Saint-Denis,1,2005-07-29,4,18.96,7,13,8.7,8.665,1.1846,1.86,1.0801,1.9839,3,0.75,2,Jon Stephens,3,5,Comedy,2,121.9
661,555,DWIGHT LOMBARDI,South Africa,Chatsworth,1,2005-08-17,3,12.97,5,7,7.19,5.7138,1.0123,1.4,0.7071,2.2627,2,0.6667,2,Jon Stephens,2,9,Foreign,1,121.71
662,173,AUDREY RAY,Austria,Graz,1,2005-08-23,3,12.97,8,11,6.24,5.4636,1.2325,1.38,0.7559,2.1497,1,0.3333,1,Mike Hillyer,2,2,Animation,2,120.46
663,170,BEATRICE ARNOLD,India,Udaipur,1,2005-07-31,3,15.97,6,9,6.82,5.7689,1.5864,1.5,0.8944,1.6771,1,0.3333,1,Mike Hillyer,2,3,Children,1,120.43
664,128,MARJORIE TUCKER,Poland,Jastrzebie-Zdrj,1,2005-08-19,4,10.96,6,10,6.48,4.9603,0.9025,1.67,1.0954,2.13,4,1.0,2,Jon Stephens,4,12,Music,1,120.0
665,403,MIKE WAY,India,Valparai,1,2005-07-11,3,12.97,6,9,8.65,4.1741,1.0346,1.5,0.6325,2.3717,1,0.3333,1,Mike Hillyer,2,7,Drama,1,119.2
